match_id,volunteer_id,task_id,skill_match_ratio,willingness_score,availability_hours,distance_km,distance_score,fairness_score,urgency_level,urgency_score,time_compatibility,volunteer_reliability,reliability_score,task_difficulty,ngo_reputation,volunteer_aicte_points,volunteer_aicte_norm,task_points_opportunity,task_points_possible,task_points_norm,match_score,match_success
M01573,V0298,T0110,0.333,0.58,25,14.87,0.703,0.78,4,0.8,1.0,0.64,0.64,5,4.6,322.8,0.323,20.0,20.0,0.1,0.598,0
M01574,V0283,T0148,0.0,0.81,25,35.81,0.284,1.0,4,0.8,1.0,0.93,0.93,4,4.9,371.8,0.372,12.0,12.0,0.06,0.51,0
M01575,V0438,T0121,0.5,0.99,25,28.41,0.432,0.1,3,0.6,1.0,0.73,0.73,1,4.6,493.4,0.493,80.0,80.0,0.4,0.643,0
M01576,V0200,T0288,0.0,0.61,10,21.08,0.578,0.1,5,1.0,1.0,0.84,0.84,5,5.0,75.7,0.076,6.0,6.0,0.03,0.452,0
M01577,V0091,T0280,0.0,0.76,5,30.11,0.398,0.62,1,0.2,0.5,0.88,0.88,4,4.8,472.7,0.473,60.0,60.0,0.3,0.366,0
M01578,V0008,T0220,0.0,0.92,10,24.85,0.503,0.8,1,0.2,0.5,0.53,0.53,5,4.2,396.0,0.396,60.0,60.0,0.3,0.351,0
M01579,V0332,T0126,0.0,0.57,15,23.66,0.527,0.18,4,0.8,0.5,0.89,0.89,3,4.1,197.7,0.198,60.0,60.0,0.3,0.411,0
M01580,V0011,T0051,0.0,0.58,5,25.96,0.481,0.28,3,0.6,1.0,0.74,0.74,3,3.8,473.5,0.473,12.0,12.0,0.06,0.336,0
M01581,V0384,T0133,0.0,0.76,10,17.92,0.642,0.3,2,0.4,1.0,0.91,0.91,2,3.8,139.1,0.139,32.0,32.0,0.16,0.396,0
M01582,V0150,T0132,0.25,0.84,20,30.94,0.381,0.52,4,0.8,1.0,0.69,0.69,2,3.8,224.3,0.224,25.0,25.0,0.125,0.528,0
M01583,V0464,T0219,0.333,0.9,20,33.87,0.323,0.18,2,0.4,1.0,0.59,0.59,3,3.7,333.0,0.333,60.0,60.0,0.3,0.463,0
M01584,V0084,T0186,0.0,0.79,40,24.09,0.518,0.1,2,0.4,1.0,0.94,0.94,2,4.2,432.7,0.433,24.0,24.0,0.12,0.346,0
M01585,V0478,T0148,0.0,0.69,5,0.8,0.984,0.44,4,0.8,0.5,0.56,0.56,4,4.9,261.3,0.261,12.0,12.0,0.06,0.429,0
M01586,V0278,T0281,0.333,0.99,30,12.87,0.743,0.7,3,0.6,1.0,0.99,0.99,1,3.8,136.8,0.137,16.0,16.0,0.08,0.67,0
M01587,V0040,T0080,0.0,0.63,10,6.09,0.878,0.6,2,0.4,1.0,0.64,0.64,3,4.9,168.8,0.169,10.0,10.0,0.05,0.493,0
M01588,V0437,T0002,0.0,0.96,25,9.1,0.818,0.96,4,0.8,1.0,0.81,0.81,4,3.7,298.1,0.298,4.0,4.0,0.02,0.621,0
M01589,V0034,T0139,0.0,0.46,20,44.59,0.108,0.78,1,0.2,1.0,0.73,0.73,3,3.9,402.1,0.402,20.0,20.0,0.1,0.359,0
M01590,V0059,T0232,0.0,0.47,40,2.57,0.949,0.36,2,0.4,1.0,0.93,0.93,4,4.5,412.5,0.412,60.0,60.0,0.3,0.422,0
M01591,V0257,T0274,0.0,0.51,30,42.14,0.157,1.0,2,0.4,1.0,0.89,0.89,1,4.5,226.0,0.226,60.0,60.0,0.3,0.389,0
M01592,V0063,T0247,0.25,0.56,5,34.51,0.31,0.1,4,0.8,0.5,1.0,1.0,2,4.2,149.3,0.149,12.0,12.0,0.06,0.423,0
M01593,V0143,T0043,0.0,0.83,5,23.13,0.537,0.58,5,1.0,0.5,0.88,0.88,2,4.9,395.4,0.395,37.5,37.5,0.188,0.44,0
M01594,V0048,T0181,0.25,1.0,25,18.56,0.629,0.56,3,0.6,1.0,0.63,0.63,3,4.0,351.4,0.351,8.0,8.0,0.04,0.538,0
M01595,V0413,T0097,0.5,0.75,30,3.64,0.927,0.82,1,0.2,1.0,0.93,0.93,3,3.8,365.1,0.365,37.5,37.5,0.188,0.678,1
M01596,V0129,T0010,0.0,0.93,30,22.8,0.544,0.4,2,0.4,1.0,0.55,0.55,3,4.6,142.9,0.143,6.0,6.0,0.03,0.467,0
M01597,V0318,T0045,0.0,0.75,15,37.02,0.26,0.66,3,0.6,1.0,0.73,0.73,4,3.6,113.1,0.113,12.0,12.0,0.06,0.463,0
M01598,V0084,T0075,0.0,0.79,40,8.1,0.838,0.1,3,0.6,1.0,0.94,0.94,5,3.8,432.7,0.433,12.0,12.0,0.06,0.435,0
M01599,V0268,T0274,0.0,0.63,40,16.24,0.675,0.48,2,0.4,1.0,0.56,0.56,1,4.5,324.4,0.324,60.0,60.0,0.3,0.386,0
M01600,V0474,T0180,0.5,0.86,25,22.79,0.544,0.1,4,0.8,1.0,0.95,0.95,1,4.0,95.8,0.096,15.0,15.0,0.075,0.577,1
M01601,V0437,T0200,0.0,0.96,25,19.4,0.612,0.96,4,0.8,1.0,0.81,0.81,2,3.8,298.1,0.298,8.0,8.0,0.04,0.575,0
M01602,V0222,T0054,0.0,0.52,40,18.56,0.629,0.7,1,0.2,1.0,0.9,0.9,5,4.2,315.4,0.315,80.0,80.0,0.4,0.449,0
M01603,V0398,T0207,0.0,0.78,10,12.69,0.746,0.76,5,1.0,1.0,0.66,0.66,3,4.5,96.3,0.096,12.0,12.0,0.06,0.509,0
M01604,V0098,T0248,0.25,0.46,40,14.28,0.714,0.1,2,0.4,1.0,0.52,0.52,2,3.9,42.2,0.042,60.0,60.0,0.3,0.481,0
M01605,V0383,T0035,0.0,0.41,20,45.26,0.095,0.38,5,1.0,1.0,0.94,0.94,3,4.2,271.8,0.272,5.0,5.0,0.025,0.401,0
M01606,V0382,T0117,0.5,0.92,10,8.34,0.833,0.1,4,0.8,1.0,0.87,0.87,1,3.6,25.7,0.026,25.0,25.0,0.125,0.71,1
M01607,V0479,T0254,0.333,0.76,20,13.01,0.74,0.72,5,1.0,1.0,0.64,0.64,4,4.2,419.1,0.419,4.0,4.0,0.02,0.64,0
M01608,V0235,T0199,0.0,0.62,20,14.1,0.718,0.64,2,0.4,1.0,0.74,0.74,4,3.8,411.9,0.412,12.0,12.0,0.06,0.415,0
M01609,V0189,T0102,0.0,0.87,40,16.76,0.665,0.32,1,0.2,1.0,0.86,0.86,1,4.0,411.3,0.411,15.0,15.0,0.075,0.457,0
M01610,V0019,T0232,0.0,0.44,40,9.88,0.802,0.5,2,0.4,1.0,0.62,0.62,4,4.5,59.9,0.06,60.0,60.0,0.3,0.389,0
M01611,V0293,T0182,0.0,0.73,30,37.42,0.252,0.62,2,0.4,1.0,0.9,0.9,5,4.1,338.6,0.339,20.0,20.0,0.1,0.341,0
M01612,V0341,T0191,0.0,0.4,5,12.74,0.745,1.0,3,0.6,0.5,0.66,0.66,2,5.0,246.8,0.247,20.0,20.0,0.1,0.427,0
M01613,V0213,T0004,0.0,0.91,30,28.94,0.421,0.88,4,0.8,1.0,0.71,0.71,1,3.9,102.6,0.103,5.0,5.0,0.025,0.548,0
M01614,V0442,T0238,0.0,0.53,25,27.57,0.449,0.78,5,1.0,1.0,0.86,0.86,4,4.9,193.7,0.194,25.0,25.0,0.125,0.427,0
M01615,V0432,T0050,0.0,0.44,30,6.35,0.873,0.38,4,0.8,1.0,0.96,0.96,1,3.7,326.9,0.327,16.0,16.0,0.08,0.467,0
M01616,V0288,T0060,0.0,0.63,25,27.26,0.455,0.64,2,0.4,1.0,0.89,0.89,2,3.8,12.4,0.012,6.0,6.0,0.03,0.422,0
M01617,V0243,T0254,0.333,0.77,30,5.78,0.884,0.5,5,1.0,1.0,0.67,0.67,4,4.2,19.4,0.019,4.0,4.0,0.02,0.654,0
M01618,V0283,T0175,0.0,0.81,25,44.19,0.116,1.0,1,0.2,1.0,0.93,0.93,1,4.7,371.8,0.372,8.0,8.0,0.04,0.358,0
M01619,V0416,T0017,0.25,0.58,30,18.18,0.636,0.98,2,0.4,1.0,0.75,0.75,4,4.0,143.4,0.143,15.0,15.0,0.075,0.574,0
M01620,V0327,T0163,0.333,0.83,40,24.29,0.514,0.3,5,1.0,1.0,0.57,0.57,3,3.8,216.1,0.216,18.0,18.0,0.09,0.549,0
M01621,V0275,T0218,0.0,0.78,40,12.47,0.751,0.3,5,1.0,1.0,0.52,0.52,3,3.7,261.0,0.261,4.0,4.0,0.02,0.458,0
M01622,V0440,T0055,0.0,0.51,40,26.0,0.48,0.38,2,0.4,1.0,0.62,0.62,4,4.9,257.5,0.258,40.0,40.0,0.2,0.315,0
M01623,V0154,T0071,0.333,0.95,25,7.65,0.847,0.28,3,0.6,1.0,0.66,0.66,1,4.1,299.0,0.299,12.0,12.0,0.06,0.621,0
M01624,V0418,T0195,0.333,0.89,40,30.76,0.385,0.1,4,0.8,1.0,0.62,0.62,4,4.9,496.8,0.497,30.0,30.0,0.15,0.571,0
M01625,V0144,T0175,0.0,0.48,15,20.12,0.598,0.7,1,0.2,1.0,0.72,0.72,1,4.7,3.4,0.003,8.0,8.0,0.04,0.425,0
M01626,V0039,T0272,0.0,0.88,30,24.64,0.507,0.42,3,0.6,1.0,0.77,0.77,4,4.9,459.8,0.46,8.0,8.0,0.04,0.423,0
M01627,V0256,T0158,0.0,0.58,5,18.62,0.628,0.82,1,0.2,1.0,0.7,0.7,5,4.7,68.7,0.069,12.0,12.0,0.06,0.443,0
M01628,V0209,T0012,0.0,0.43,40,6.79,0.864,0.7,4,0.8,1.0,0.96,0.96,1,4.2,23.0,0.023,32.0,32.0,0.16,0.452,0
M01629,V0146,T0168,0.0,0.48,10,25.08,0.498,0.1,4,0.8,1.0,0.85,0.85,2,3.8,494.4,0.494,12.0,12.0,0.06,0.336,0
M01630,V0048,T0071,0.333,1.0,25,18.6,0.628,0.56,3,0.6,1.0,0.63,0.63,1,4.1,351.4,0.351,12.0,12.0,0.06,0.644,0
M01631,V0309,T0052,0.0,0.93,25,27.38,0.452,0.1,4,0.8,1.0,0.57,0.57,4,4.6,58.8,0.059,15.0,15.0,0.075,0.414,0
M01632,V0049,T0136,0.0,0.57,25,11.38,0.772,0.34,5,1.0,1.0,0.92,0.92,4,3.6,298.4,0.298,20.0,20.0,0.1,0.504,0
M01633,V0163,T0064,0.0,0.82,5,26.3,0.474,0.36,5,1.0,0.5,0.82,0.82,1,4.8,228.0,0.228,12.0,12.0,0.06,0.386,0
M01634,V0109,T0299,0.5,0.77,10,15.63,0.687,0.48,5,1.0,0.5,0.76,0.76,4,4.3,93.7,0.094,37.5,37.5,0.188,0.666,0
M01635,V0119,T0026,0.25,0.67,5,25.64,0.487,0.14,4,0.8,0.5,0.83,0.83,5,4.2,483.8,0.484,60.0,60.0,0.3,0.425,0
M01636,V0431,T0282,0.25,0.98,5,9.64,0.807,0.58,1,0.2,0.5,0.52,0.52,3,4.8,28.0,0.028,80.0,80.0,0.4,0.554,0
M01637,V0468,T0041,0.0,0.91,40,21.96,0.561,0.66,4,0.8,1.0,0.55,0.55,1,4.2,342.7,0.343,5.0,5.0,0.025,0.516,0
M01638,V0282,T0296,0.0,0.92,30,19.13,0.617,0.72,4,0.8,1.0,0.62,0.62,1,5.0,371.2,0.371,10.0,10.0,0.05,0.542,0
M01639,V0280,T0153,0.0,0.74,25,30.73,0.385,0.16,1,0.2,1.0,0.95,0.95,2,4.1,355.1,0.355,30.0,30.0,0.15,0.39,0
M01640,V0337,T0153,0.25,0.58,5,3.45,0.931,0.1,1,0.2,0.5,0.73,0.73,2,4.1,424.0,0.424,30.0,30.0,0.15,0.385,0
M01641,V0207,T0021,0.0,0.87,30,35.58,0.288,0.8,1,0.2,1.0,0.94,0.94,4,3.6,185.9,0.186,60.0,60.0,0.3,0.411,0
M01642,V0450,T0216,1.0,0.84,40,9.25,0.815,0.12,1,0.2,1.0,0.61,0.61,3,4.8,104.9,0.105,24.0,24.0,0.12,0.723,1
M01643,V0171,T0138,0.0,0.49,20,43.79,0.124,0.54,1,0.2,1.0,0.65,0.65,3,4.5,53.3,0.053,50.0,50.0,0.25,0.334,0
M01644,V0071,T0036,0.5,0.69,10,26.96,0.461,0.28,5,1.0,0.5,0.85,0.85,3,4.9,179.5,0.179,45.0,45.0,0.225,0.533,0
M01645,V0484,T0003,0.5,0.63,20,5.34,0.893,0.52,3,0.6,1.0,0.99,0.99,2,4.7,308.5,0.308,24.0,24.0,0.12,0.622,1
M01646,V0245,T0022,0.75,0.79,10,18.05,0.639,0.74,2,0.4,1.0,0.74,0.74,1,3.5,456.7,0.457,8.0,8.0,0.04,0.713,1
M01647,V0185,T0208,0.0,0.98,15,13.16,0.737,0.52,3,0.6,1.0,0.67,0.67,4,4.3,305.7,0.306,10.0,10.0,0.05,0.501,0
M01648,V0136,T0082,0.0,0.63,10,21.71,0.566,0.32,2,0.4,1.0,0.89,0.89,3,4.8,171.2,0.171,12.0,12.0,0.06,0.403,0
M01649,V0288,T0127,0.25,0.63,25,33.62,0.328,0.64,1,0.2,1.0,0.89,0.89,5,3.7,12.4,0.012,18.0,18.0,0.09,0.422,0
M01650,V0087,T0095,0.0,0.62,40,36.22,0.276,0.28,2,0.4,1.0,0.78,0.78,1,4.0,113.1,0.113,5.0,5.0,0.025,0.354,0
M01651,V0292,T0054,0.0,0.58,5,40.46,0.191,0.1,1,0.2,0.5,0.91,0.91,5,4.2,463.3,0.463,80.0,80.0,0.4,0.26,0
M01652,V0009,T0241,0.333,0.85,40,44.62,0.108,0.58,4,0.8,1.0,0.73,0.73,2,3.7,55.8,0.056,40.0,40.0,0.2,0.515,0
M01653,V0363,T0065,0.0,0.52,25,32.32,0.354,0.34,1,0.2,1.0,0.89,0.89,2,3.5,123.1,0.123,8.0,8.0,0.04,0.295,0
M01654,V0491,T0261,0.0,0.98,30,14.86,0.703,0.42,2,0.4,1.0,0.9,0.9,4,4.3,134.0,0.134,45.0,45.0,0.225,0.461,0
M01655,V0209,T0003,0.5,0.43,40,32.71,0.346,0.7,3,0.6,1.0,0.96,0.96,2,4.7,23.0,0.023,24.0,24.0,0.12,0.593,0
M01656,V0449,T0140,0.0,0.62,5,34.6,0.308,0.52,5,1.0,1.0,0.68,0.68,5,4.4,182.8,0.183,12.0,12.0,0.06,0.43,0
M01657,V0374,T0097,0.5,0.77,15,30.84,0.383,0.28,1,0.2,1.0,0.62,0.62,3,3.8,306.2,0.306,37.5,37.5,0.188,0.526,0
M01658,V0122,T0031,0.0,0.71,10,7.79,0.844,0.1,3,0.6,0.5,0.88,0.88,3,4.6,275.7,0.276,40.0,40.0,0.2,0.392,0
M01659,V0314,T0199,0.0,0.6,25,28.19,0.436,0.12,2,0.4,1.0,0.69,0.69,4,3.8,342.3,0.342,12.0,12.0,0.06,0.304,0
M01660,V0271,T0150,0.0,0.49,40,22.79,0.544,0.22,1,0.2,1.0,0.58,0.58,5,4.4,27.3,0.027,30.0,30.0,0.15,0.317,0
M01661,V0208,T0211,0.0,0.83,25,17.42,0.652,0.92,3,0.6,1.0,0.53,0.53,2,3.5,248.1,0.248,30.0,30.0,0.15,0.542,0
M01662,V0148,T0138,0.0,0.89,20,23.61,0.528,0.36,1,0.2,1.0,0.78,0.78,3,4.5,207.7,0.208,50.0,50.0,0.25,0.389,0
M01663,V0439,T0064,0.0,0.68,10,50.85,0.0,0.16,5,1.0,1.0,0.68,0.68,1,4.8,461.3,0.461,12.0,12.0,0.06,0.362,0
M01664,V0131,T0255,0.0,0.96,40,9.7,0.806,0.76,3,0.6,1.0,0.52,0.52,3,3.7,301.2,0.301,40.0,40.0,0.2,0.478,0
M01665,V0059,T0208,0.0,0.47,40,14.88,0.702,0.36,3,0.6,1.0,0.93,0.93,4,4.3,412.5,0.412,10.0,10.0,0.05,0.418,0
M01666,V0383,T0130,0.25,0.41,20,8.07,0.839,0.38,2,0.4,1.0,0.94,0.94,2,4.6,271.8,0.272,80.0,80.0,0.4,0.531,0
M01667,V0296,T0095,0.0,0.6,10,32.25,0.355,0.18,2,0.4,1.0,0.53,0.53,1,4.0,117.3,0.117,5.0,5.0,0.025,0.357,0
M01668,V0298,T0062,0.0,0.58,25,14.05,0.719,0.78,1,0.2,1.0,0.64,0.64,5,5.0,322.8,0.323,12.0,12.0,0.06,0.465,0
M01669,V0128,T0068,1.0,1.0,20,22.72,0.546,0.62,4,0.8,1.0,0.7,0.7,4,4.2,248.7,0.249,40.0,40.0,0.2,0.882,1
M01670,V0119,T0128,0.0,0.67,5,40.73,0.185,0.14,4,0.8,0.5,0.83,0.83,3,3.5,483.8,0.484,24.0,24.0,0.12,0.33,0
M01671,V0375,T0037,0.0,0.91,20,16.95,0.661,0.84,5,1.0,1.0,0.7,0.7,3,3.6,81.9,0.082,30.0,30.0,0.15,0.578,0
M01672,V0069,T0112,0.0,0.72,25,33.8,0.324,0.1,1,0.2,1.0,0.8,0.8,2,4.3,90.0,0.09,30.0,30.0,0.15,0.309,0
M01673,V0058,T0295,0.5,0.98,20,21.57,0.569,0.48,4,0.8,1.0,0.93,0.93,2,3.5,166.7,0.167,40.0,40.0,0.2,0.637,1
M01674,V0108,T0057,0.0,0.54,5,38.42,0.232,0.7,2,0.4,0.5,0.73,0.73,2,5.0,209.9,0.21,24.0,24.0,0.12,0.345,0
M01675,V0008,T0212,0.0,0.92,10,33.89,0.322,0.8,4,0.8,1.0,0.53,0.53,4,4.7,396.0,0.396,20.0,20.0,0.1,0.427,0
M01676,V0106,T0229,0.333,0.7,10,21.63,0.567,0.9,4,0.8,1.0,0.97,0.97,3,4.8,187.5,0.188,16.0,16.0,0.08,0.588,0
M01677,V0371,T0064,0.0,0.78,10,14.92,0.702,0.7,5,1.0,1.0,0.66,0.66,1,4.8,286.4,0.286,12.0,12.0,0.06,0.557,0
M01678,V0167,T0211,0.25,0.56,5,34.9,0.302,0.66,3,0.6,0.5,0.52,0.52,2,3.5,449.7,0.45,30.0,30.0,0.15,0.401,0
M01679,V0266,T0141,0.0,0.5,5,5.91,0.882,0.64,3,0.6,1.0,0.71,0.71,5,4.6,180.1,0.18,10.0,10.0,0.05,0.458,0
M01680,V0104,T0075,1.0,0.68,15,29.88,0.402,0.52,3,0.6,1.0,0.58,0.58,5,3.8,251.5,0.252,12.0,12.0,0.06,0.719,0
M01681,V0181,T0097,0.0,0.58,5,26.07,0.479,0.1,1,0.2,0.5,0.73,0.73,3,3.8,70.8,0.071,37.5,37.5,0.188,0.32,0
M01682,V0440,T0125,0.25,0.51,40,48.97,0.021,0.38,1,0.2,1.0,0.62,0.62,1,3.8,257.5,0.258,24.0,24.0,0.12,0.353,0
M01683,V0486,T0141,0.5,0.76,30,13.48,0.73,0.62,3,0.6,1.0,0.77,0.77,5,4.6,57.2,0.057,10.0,10.0,0.05,0.654,1
M01684,V0130,T0002,1.0,0.52,25,17.4,0.652,0.92,4,0.8,1.0,0.77,0.77,4,3.7,193.2,0.193,4.0,4.0,0.02,0.825,1
M01685,V0082,T0032,0.5,0.87,25,12.88,0.742,0.88,1,0.2,1.0,0.81,0.81,1,4.6,226.0,0.226,45.0,45.0,0.225,0.698,1
M01686,V0427,T0031,0.0,0.49,15,6.77,0.865,0.5,3,0.6,0.5,0.97,0.97,3,4.6,287.3,0.287,40.0,40.0,0.2,0.438,0
M01687,V0269,T0149,0.0,0.51,20,13.32,0.734,0.56,2,0.4,1.0,0.94,0.94,3,4.2,305.7,0.306,5.0,5.0,0.025,0.392,0
M01688,V0057,T0148,0.0,0.75,5,34.44,0.311,0.14,4,0.8,0.5,0.88,0.88,4,4.9,410.7,0.411,12.0,12.0,0.06,0.302,0
M01689,V0144,T0091,0.25,0.48,15,5.63,0.887,0.7,2,0.4,1.0,0.72,0.72,4,4.2,3.4,0.003,8.0,8.0,0.04,0.533,0
M01690,V0008,T0243,0.0,0.92,10,34.36,0.313,0.8,1,0.2,1.0,0.53,0.53,3,4.7,396.0,0.396,25.0,25.0,0.125,0.434,0
M01691,V0272,T0034,0.0,0.7,25,14.63,0.707,0.52,3,0.6,1.0,0.73,0.73,5,4.1,201.6,0.202,16.0,16.0,0.08,0.466,0
M01692,V0179,T0156,0.333,0.94,25,18.74,0.625,0.2,1,0.2,1.0,0.62,0.62,2,4.2,457.2,0.457,60.0,60.0,0.3,0.538,0
M01693,V0231,T0103,0.0,0.46,5,20.22,0.596,0.52,4,0.8,0.5,0.58,0.58,2,4.0,219.1,0.219,20.0,20.0,0.1,0.387,0
M01694,V0142,T0245,0.333,0.99,15,24.49,0.51,0.18,5,1.0,1.0,0.97,0.97,3,4.5,271.7,0.272,5.0,5.0,0.025,0.648,0
M01695,V0139,T0083,1.0,0.54,5,20.93,0.581,0.34,1,0.2,1.0,0.55,0.55,5,3.9,112.8,0.113,6.0,6.0,0.03,0.696,1
M01696,V0225,T0069,0.0,0.5,10,45.95,0.081,0.6,1,0.2,1.0,0.96,0.96,5,4.5,403.1,0.403,5.0,5.0,0.025,0.256,0
M01697,V0121,T0249,0.0,0.99,10,34.54,0.309,0.9,1,0.2,1.0,0.86,0.86,3,3.6,32.9,0.033,16.0,16.0,0.08,0.439,0
M01698,V0486,T0283,0.0,0.76,30,39.23,0.215,0.62,3,0.6,1.0,0.77,0.77,5,4.6,57.2,0.057,32.0,32.0,0.16,0.414,0
M01699,V0479,T0075,0.0,0.76,20,10.51,0.79,0.72,3,0.6,1.0,0.64,0.64,5,3.8,419.1,0.419,12.0,12.0,0.06,0.448,0
M01700,V0370,T0190,0.0,0.42,25,24.83,0.503,0.66,1,0.2,1.0,0.7,0.7,3,3.7,112.8,0.113,6.0,6.0,0.03,0.36,0
M01701,V0354,T0051,1.0,0.74,10,15.12,0.698,0.1,3,0.6,1.0,0.88,0.88,3,3.8,279.1,0.279,12.0,12.0,0.06,0.751,1
M01702,V0338,T0265,0.0,0.4,15,23.8,0.524,0.48,4,0.8,1.0,0.62,0.62,1,4.1,441.1,0.441,40.0,40.0,0.2,0.424,0
M01703,V0383,T0207,0.5,0.41,20,10.15,0.797,0.38,5,1.0,1.0,0.94,0.94,3,4.5,271.8,0.272,12.0,12.0,0.06,0.588,1
M01704,V0291,T0055,0.0,0.8,25,4.65,0.907,0.18,2,0.4,1.0,0.87,0.87,4,4.9,360.1,0.36,40.0,40.0,0.2,0.431,0
M01705,V0145,T0130,0.25,0.47,15,25.52,0.49,0.5,2,0.4,0.5,0.94,0.94,2,4.6,343.0,0.343,80.0,80.0,0.4,0.459,0
M01706,V0388,T0285,0.0,0.47,30,12.76,0.745,0.34,5,1.0,1.0,0.84,0.84,3,4.2,493.6,0.494,5.0,5.0,0.025,0.48,0
M01707,V0295,T0272,1.0,0.9,10,17.79,0.644,0.78,3,0.6,1.0,0.53,0.53,4,4.9,335.5,0.336,8.0,8.0,0.04,0.88,1
M01708,V0322,T0255,0.5,0.95,20,14.26,0.715,0.76,3,0.6,1.0,0.63,0.63,3,3.7,117.4,0.117,40.0,40.0,0.2,0.746,1
M01709,V0002,T0077,0.25,0.65,20,15.88,0.682,0.66,4,0.8,1.0,0.9,0.9,5,4.8,404.7,0.405,15.0,15.0,0.075,0.616,0
M01710,V0168,T0284,0.5,0.64,5,40.72,0.186,0.8,3,0.6,1.0,0.92,0.92,5,3.6,282.0,0.282,16.0,16.0,0.08,0.572,0
M01711,V0175,T0001,0.0,0.88,15,42.2,0.156,0.58,2,0.4,1.0,0.83,0.83,1,4.2,215.3,0.215,30.0,30.0,0.15,0.394,0
M01712,V0096,T0056,0.0,0.78,40,28.47,0.431,0.26,5,1.0,1.0,0.66,0.66,4,3.6,28.1,0.028,60.0,60.0,0.3,0.478,0
M01713,V0370,T0218,0.0,0.42,25,4.91,0.902,0.66,5,1.0,1.0,0.7,0.7,3,3.7,112.8,0.113,4.0,4.0,0.02,0.472,0
M01714,V0412,T0140,0.0,0.51,25,19.2,0.616,0.28,5,1.0,1.0,0.86,0.86,5,4.4,249.1,0.249,12.0,12.0,0.06,0.444,0
M01715,V0322,T0206,0.25,0.95,20,5.25,0.895,0.76,4,0.8,1.0,0.63,0.63,2,4.4,117.4,0.117,5.0,5.0,0.025,0.666,0
M01716,V0492,T0290,0.333,0.86,40,19.31,0.614,0.48,3,0.6,1.0,0.53,0.53,3,4.2,159.3,0.159,6.0,6.0,0.03,0.575,0
M01717,V0050,T0195,0.0,0.56,5,26.37,0.473,0.64,4,0.8,0.5,0.93,0.93,4,4.9,348.7,0.349,30.0,30.0,0.15,0.39,0
M01718,V0101,T0126,0.333,0.62,10,29.75,0.405,0.74,4,0.8,0.5,0.6,0.6,3,4.1,170.9,0.171,60.0,60.0,0.3,0.497,0
M01719,V0440,T0173,0.5,0.51,40,22.63,0.547,0.38,5,1.0,1.0,0.62,0.62,2,4.8,257.5,0.258,37.5,37.5,0.188,0.59,1
M01720,V0389,T0124,0.0,0.71,30,40.82,0.184,0.38,5,1.0,1.0,0.62,0.62,4,3.8,404.0,0.404,16.0,16.0,0.08,0.398,0
M01721,V0253,T0117,0.0,0.79,15,25.17,0.497,0.48,4,0.8,1.0,0.79,0.79,1,3.6,202.3,0.202,25.0,25.0,0.125,0.454,0
M01722,V0288,T0009,0.333,0.63,25,38.47,0.231,0.64,4,0.8,1.0,0.89,0.89,5,4.3,12.4,0.012,10.0,10.0,0.05,0.555,0
M01723,V0053,T0290,0.667,0.97,10,34.54,0.309,0.74,3,0.6,1.0,0.62,0.62,3,4.2,132.3,0.132,6.0,6.0,0.03,0.727,0
M01724,V0119,T0211,0.0,0.67,5,26.19,0.476,0.14,3,0.6,0.5,0.83,0.83,2,3.5,483.8,0.484,30.0,30.0,0.15,0.367,0
M01725,V0105,T0240,0.0,0.91,40,24.62,0.508,0.64,3,0.6,1.0,0.72,0.72,2,4.6,41.9,0.042,12.0,12.0,0.06,0.466,0
M01726,V0379,T0038,0.0,0.9,20,12.77,0.745,0.1,1,0.2,1.0,0.79,0.79,3,3.9,250.3,0.25,30.0,30.0,0.15,0.376,0
M01727,V0500,T0281,0.667,0.95,30,27.98,0.44,0.1,3,0.6,1.0,0.64,0.64,1,3.8,322.2,0.322,16.0,16.0,0.08,0.632,0
M01728,V0070,T0114,0.5,0.41,40,33.17,0.337,0.64,2,0.4,1.0,0.72,0.72,1,4.3,338.8,0.339,4.0,4.0,0.02,0.542,0
M01729,V0112,T0190,0.0,0.52,5,6.59,0.868,0.62,1,0.2,1.0,0.77,0.77,3,3.7,257.7,0.258,6.0,6.0,0.03,0.382,0
M01730,V0132,T0006,0.25,0.71,15,32.89,0.342,0.22,3,0.6,1.0,0.81,0.81,4,4.4,159.3,0.159,37.5,37.5,0.188,0.514,0
M01731,V0210,T0062,0.25,0.95,15,6.14,0.877,0.92,1,0.2,1.0,0.84,0.84,5,5.0,285.8,0.286,12.0,12.0,0.06,0.659,0
M01732,V0330,T0231,0.333,0.52,25,48.54,0.029,0.18,1,0.2,1.0,0.64,0.64,1,3.9,269.2,0.269,24.0,24.0,0.12,0.406,0
M01733,V0048,T0175,0.0,1.0,25,26.22,0.476,0.56,1,0.2,1.0,0.63,0.63,1,4.7,351.4,0.351,8.0,8.0,0.04,0.463,0
M01734,V0314,T0061,0.0,0.6,25,11.77,0.765,0.12,4,0.8,1.0,0.69,0.69,2,4.4,342.3,0.342,6.0,6.0,0.03,0.382,0
M01735,V0129,T0275,0.0,0.93,30,39.45,0.211,0.4,3,0.6,1.0,0.55,0.55,3,3.6,142.9,0.143,10.0,10.0,0.05,0.421,0
M01736,V0481,T0124,0.0,0.81,10,28.74,0.425,0.22,5,1.0,1.0,0.83,0.83,4,3.8,311.6,0.312,16.0,16.0,0.08,0.398,0
